Date,Continent,Country,Category,Sub_Category,Sales,Profit,Quantity
2023-10-01,North America,United States,Furniture,Office,19379,4263,65
2023-10-01,North America,Canada,Electronics,Phones,21399,2140,143
2023-10-01,North America,Canada,Electronics,Computers,13506,2026,68
2023-10-01,North America,Canada,Clothing,Apparel,12287,3686,273
2023-10-01,North America,Canada,Clothing,Accessories,6103,1221,203
2023-10-01,North America,Canada,Furniture,Home,10041,1807,40
2023-10-01,North America,Canada,Furniture,Office,6343,1395,21
2023-10-01,South America,Brazil,Electronics,Phones,19093,1909,127
2023-10-01,South America,Brazil,Electronics,Computers,11782,1767,59
2023-10-01,South America,Brazil,Clothing,Apparel,11429,3429,254
2023-10-01,South America,Brazil,Clothing,Accessories,5046,1009,168
2023-10-01,South America,Brazil,Furniture,Home,7875,1418,32
2023-10-01,South America,Brazil,Furniture,Office,5391,1186,18
2023-10-01,Europe,United Kingdom,Electronics,Phones,36823,3682,245
2023-10-01,Europe,United Kingdom,Electronics,Computers,24049,3607,120
2023-10-01,Europe,United Kingdom,Clothing,Apparel,22645,6794,503
2023-10-01,Europe,United Kingdom,Clothing,Accessories,9273,1855,309
2023-10-01,Europe,United Kingdom,Furniture,Home,14846,2672,59
2023-10-01,Europe,United Kingdom,Furniture,Office,11035,2428,37
2023-10-01,Europe,Germany,Electronics,Phones,28349,2835,189
2023-10-01,Europe,Germany,Electronics,Computers,19431,2915,97
2023-10-01,Europe,Germany,Clothing,Apparel,17946,5384,399
2023-10-01,Europe,Germany,Clothing,Accessories,8508,1702,284
2023-10-01,Europe,Germany,Furniture,Home,13114,2361,52
2023-10-01,Europe,Germany,Furniture,Office,9009,1982,30
2023-10-01,Europe,France,Electronics,Phones,25875,2588,172
2023-10-01,Europe,France,Electronics,Computers,18694,2804,93
2023-10-01,Europe,France,Clothing,Apparel,21082,6325,468
2023-10-01,Europe,France,Clothing,Accessories,8351,1670,278
2023-10-01,Europe,France,Furniture,Home,13842,2492,55
2023-10-01,Europe,France,Furniture,Office,8874,1952,30
2023-10-01,Asia,Japan,Electronics,Phones,38292,3829,255
2023-10-01,Asia,Japan,Electronics,Computers,25962,3894,130
2023-10-01,Asia,Japan,Clothing,Apparel,24744,7423,550
2023-10-01,Asia,Japan,Clothing,Accessories,11904,2381,397
2023-10-01,Asia,Japan,Furniture,Home,17432,3138,70
2023-10-01,Asia,Japan,Furniture,Office,11845,2606,39
2023-10-01,Asia,China,Electronics,Phones,47272,4727,315
2023-10-01,Asia,China,Electronics,Computers,32861,4929,164
2023-10-01,Asia,China,Clothing,Apparel,27035,8110,601
2023-10-01,Asia,China,Clothing,Accessories,11899,2380,397
2023-10-01,Asia,China,Furniture,Home,20721,3730,83
2023-10-01,Asia,China,Furniture,Office,14177,3119,47
2023-10-01,Asia,India,Electronics,Phones,15237,1524,102
2023-10-01,Asia,India,Electronics,Computers,9881,1482,49
2023-10-01,Asia,India,Clothing,Apparel,8707,2612,193
2023-10-01,Asia,India,Clothing,Accessories,4272,854,142
2023-10-01,Asia,India,Furniture,Home,6977,1256,28
2023-10-01,Asia,India,Furniture,Office,4244,934,14
2023-10-01,Africa,South Africa,Electronics,Phones,5771,577,38
2023-10-01,Africa,South Africa,Electronics,Computers,4562,684,23
2023-10-01,Africa,South Africa,Clothing,Apparel,3414,1024,76
2023-10-01,Africa,South Africa,Clothing,Accessories,1629,326,54
2023-10-01,Africa,South Africa,Furniture,Home,2570,463,10
2023-10-01,Africa,South Africa,Furniture,Office,1724,379,6
2023-11-01,North America,United States,Electronics,Phones,72728,7273,485
2023-11-01,North America,United States,Electronics,Computers,48055,7208,240
2023-11-01,North America,United States,Clothing,Apparel,47562,14269,1057
2023-11-01,North America,United States,Clothing,Accessories,18142,3628,605
2023-11-01,North America,United States,Furniture,Home,37648,6777,151
2023-11-01,North America,United States,Furniture,Office,24089,5300,80
2023-11-01,North America,Canada,Electronics,Phones,22926,2293,153
2023-11-01,North America,Canada,Electronics,Computers,15190,2278,76
2023-11-01,North America,Canada,Clothing,Apparel,16895,5068,375
2023-11-01,North America,Canada,Clothing,Accessories,7515,1503,250
2023-11-01,North America,Canada,Furniture,Home,11909,2144,48
2023-11-01,North America,Canada,Furniture,Office,8425,1854,28
2023-11-01,South America,Brazil,Electronics,Phones,23693,2369,158
2023-11-01,South America,Brazil,Electronics,Computers,15743,2361,79
2023-11-01,South America,Brazil,Clothing,Apparel,13146,3944,292
2023-11-01,South America,Brazil,Clothing,Accessories,6384,1277,213
2023-11-01,South America,Brazil,Furniture,Home,9363,1685,37
2023-11-01,South America,Brazil,Furniture,Office,6090,1340,20
2023-11-01,Europe,United Kingdom,Electronics,Phones,47191,4719,315
2023-11-01,Europe,United Kingdom,Electronics,Computers,28630,4294,143
2023-11-01,Europe,United Kingdom,Clothing,Apparel,29305,8792,651
2023-11-01,Europe,United Kingdom,Clothing,Accessories,12079,2416,403
2023-11-01,Europe,United Kingdom,Furniture,Home,20743,3734,83
2023-11-01,Europe,United Kingdom,Furniture,Office,12479,2745,42
2023-11-01,Europe,Germany,Electronics,Phones,35995,3600,240
2023-11-01,Europe,Germany,Electronics,Computers,22639,3396,113
2023-11-01,Europe,Germany,Clothing,Apparel,21557,6467,479
2023-11-01,Europe,Germany,Clothing,Accessories,10809,2162,360
2023-11-01,Europe,Germany,Furniture,Home,17570,3163,70
2023-11-01,Europe,Germany,Furniture,Office,11274,2480,38
2023-11-01,Europe,France,Electronics,Phones,33190,3319,221
2023-11-01,Europe,France,Electronics,Computers,21696,3254,108
2023-11-01,Europe,France,Clothing,Apparel,24725,7418,549
2023-11-01,Europe,France,Clothing,Accessories,11844,2369,395
2023-11-01,Europe,France,Furniture,Home,16181,2913,65
2023-11-01,Europe,France,Furniture,Office,11028,2426,37
2023-11-01,Asia,Japan,Electronics,Phones,53258,5326,355
2023-11-01,Asia,Japan,Electronics,Computers,37427,5614,187
2023-11-01,Asia,Japan,Clothing,Apparel,34727,10418,772
2023-11-01,Asia,Japan,Clothing,Accessories,15042,3008,501
2023-11-01,Asia,Japan,Furniture,Home,21142,3806,85
2023-11-01,Asia,Japan,Furniture,Office,15117,3326,50
2023-11-01,Asia,China,Electronics,Phones,63095,6310,421
2023-11-01,Asia,China,Electronics,Computers,35737,5361,179
2023-11-01,Asia,China,Clothing,Apparel,40332,12100,896
2023-11-01,Asia,China,Clothing,Accessories,16144,3229,538
2023-11-01,Asia,China,Furniture,Home,29556,5320,118
2023-11-01,Asia,China,Furniture,Office,19043,4189,63
2023-11-01,Asia,India,Electronics,Phones,19354,1935,129
2023-11-01,Asia,India,Electronics,Computers,12309,1846,62
2023-11-01,Asia,India,Clothing,Apparel,12193,3658,271
2023-11-01,Asia,India,Clothing,Accessories,4683,937,156
2023-11-01,Asia,India,Furniture,Home,7988,1438,32
2023-11-01,Asia,India,Furniture,Office,5069,1115,17
2023-11-01,Africa,South Africa,Electronics,Phones,8629,863,58
2023-11-01,Africa,South Africa,Electronics,Computers,5125,769,26
2023-11-01,Africa,South Africa,Clothing,Apparel,4899,1470,109
2023-11-01,Africa,South Africa,Clothing,Accessories,1827,365,61
2023-11-01,Africa,South Africa,Furniture,Home,3182,573,13
2023-11-01,Africa,South Africa,Furniture,Office,2118,466,7
2023-12-01,North America,United States,Electronics,Phones,83600,8360,557
2023-12-01,North America,United States,Electronics,Computers,61677,9252,308
2023-12-01,North America,United States,Clothing,Apparel,52066,15620,1157
2023-12-01,North America,United States,Clothing,Accessories,24982,4996,833
2023-12-01,North America,United States,Furniture,Home,37952,6831,152
2023-12-01,North America,United States,Furniture,Office,24422,5373,81
2023-12-01,North America,Canada,Electronics,Phones,30342,3034,202
2023-12-01,North America,Canada,Electronics,Computers,17996,2699,90
2023-12-01,North America,Canada,Clothing,Apparel,17543,5263,390
2023-12-01,North America,Canada,Clothing,Accessories,8604,1721,287
2023-12-01,North America,Canada,Furniture,Home,14819,2667,59
2023-12-01,North America,Canada,Furniture,Office,9360,2059,31
2023-12-01,South America,Brazil,Electronics,Phones,26986,2699,180
2023-12-01,South America,Brazil,Electronics,Computers,17613,2642,88
2023-12-01,South America,Brazil,Clothing,Apparel,15662,4699,348
2023-12-01,South America,Brazil,Clothing,Accessories,6203,1241,207
2023-12-01,South America,Brazil,Furniture,Home,12236,2202,49
2023-12-01,South America,Brazil,Furniture,Office,8092,1780,27
2023-12-01,Europe,United Kingdom,Electronics,Phones,55824,5582,372
2023-12-01,Europe,United Kingdom,Electronics,Computers,34005,5101,170
2023-12-01,Europe,United Kingdom,Clothing,Apparel,32674,9802,726
2023-12-01,Europe,United Kingdom,Clothing,Accessories,15224,3045,507
2023-12-01,Europe,United Kingdom,Furniture,Home,23793,4283,95
2023-12-01,Europe,United Kingdom,Furniture,Office,16347,3596,54
2023-12-01,Europe,Germany,Electronics,Phones,44885,4488,299
2023-12-01,Europe,Germany,Electronics,Computers,29947,4492,150
2023-12-01,Europe,Germany,Clothing,Apparel,27658,8297,615
2023-12-01,Europe,Germany,Clothing,Accessories,11415,2283,380
2023-12-01,Europe,Germany,Furniture,Home,19914,3585,80
2023-12-01,Europe,Germany,Furniture,Office,13961,3071,47
2023-12-01,Europe,France,Electronics,Phones,39981,3998,267
2023-12-01,Europe,France,Electronics,Computers,26275,3941,131
2023-12-01,Europe,France,Clothing,Apparel,28989,8697,644
2023-12-01,Europe,France,Clothing,Accessories,11356,2271,379
2023-12-01,Europe,France,Furniture,Home,17645,3176,71
2023-12-01,Europe,France,Furniture,Office,13287,2923,44
2023-12-01,Asia,Japan,Electronics,Phones,60828,6083,406
2023-12-01,Asia,Japan,Electronics,Computers,41824,6274,209
2023-12-01,Asia,Japan,Clothing,Apparel,34532,10360,767
2023-12-01,Asia,Japan,Clothing,Accessories,15644,3129,521
2023-12-01,Asia,Japan,Furniture,Home,25726,4631,103
2023-12-01,Asia,Japan,Furniture,Office,16098,3542,54
2023-12-01,Asia,China,Electronics,Phones,62690,6269,418
2023-12-01,Asia,China,Electronics,Computers,42483,6372,212
2023-12-01,Asia,China,Clothing,Apparel,42703,12811,949
2023-12-01,Asia,China,Clothing,Accessories,19955,3991,665
2023-12-01,Asia,China,Furniture,Home,34033,6126,136
2023-12-01,Asia,China,Furniture,Office,22402,4928,75
2023-12-01,Asia,India,Electronics,Phones,21946,2195,146
2023-12-01,Asia,India,Electronics,Computers,14189,2128,71
2023-12-01,Asia,India,Clothing,Apparel,14080,4224,313
2023-12-01,Asia,India,Clothing,Accessories,5495,1099,183
2023-12-01,Asia,India,Furniture,Home,9081,1635,36
2023-12-01,Asia,India,Furniture,Office,6366,1401,21
2023-12-01,Africa,South Africa,Electronics,Phones,8684,868,58
2023-12-01,Africa,South Africa,Electronics,Computers,6308,946,32
2023-12-01,Africa,South Africa,Clothing,Apparel,5668,1700,126
2023-12-01,Africa,South Africa,Clothing,Accessories,2417,483,81
2023-12-01,Africa,South Africa,Furniture,Home,3214,579,13
2023-12-01,Africa,South Africa,Furniture,Office,2241,493,7
2024-01-01,North America,United States,Electronics,Phones,43983,4398,293
2024-01-01,North America,United States,Electronics,Computers,33672,5051,168
2024-01-01,North America,United States,Clothing,Apparel,31827,9548,707
2024-01-01,North America,United States,Clothing,Accessories,13489,2698,450
2024-01-01,North America,United States,Furniture,Home,20712,3728,83
2024-01-01,North America,United States,Furniture,Office,15923,3503,53
2024-01-01,North America,Canada,Electronics,Phones,16982,1698,113
2024-01-01,North America,Canada,Electronics,Computers,10745,1612,54
2024-01-01,North America,Canada,Clothing,Apparel,10488,3146,233
2024-01-01,North America,Canada,Clothing,Accessories,4741,948,158
2024-01-01,North America,Canada,Furniture,Home,8228,1481,33
2024-01-01,North America,Canada,Furniture,Office,4708,1036,16
2024-01-01,South America,Brazil,Electronics,Phones,14333,1433,96
2024-01-01,South America,Brazil,Electronics,Computers,8577,1287,43
2024-01-01,South America,Brazil,Clothing,Apparel,8595,2578,191
2024-01-01,South America,Brazil,Clothing,Accessories,3704,741,123
2024-01-01,South America,Brazil,Furniture,Home,5962,1073,24
2024-01-01,South America,Brazil,Furniture,Office,3832,843,13
2024-01-01,Europe,United Kingdom,Electronics,Phones,27439,2744,183
2024-01-01,Europe,United Kingdom,Electronics,Computers,20469,3070,102
2024-01-01,Europe,United Kingdom,Clothing,Apparel,16869,5061,375
2024-01-01,Europe,United Kingdom,Clothing,Accessories,8171,1634,272
2024-01-01,Europe,United Kingdom,Furniture,Home,12363,2225,49
2024-01-01,Europe,United Kingdom,Furniture,Office,9052,1991,30
2024-01-01,Europe,Germany,Electronics,Phones,22958,2296,153
2024-01-01,Europe,Germany,Electronics,Computers,15985,2398,80
2024-01-01,Europe,Germany,Clothing,Apparel,13498,4049,300
2024-01-01,Europe,Germany,Clothing,Accessories,6530,1306,218
2024-01-01,Europe,Germany,Furniture,Home,10576,1904,42
2024-01-01,Europe,Germany,Furniture,Office,8060,1773,27
2024-01-01,Europe,France,Electronics,Phones,21834,2183,146
2024-01-01,Europe,France,Electronics,Computers,13194,1979,66
2024-01-01,Europe,France,Clothing,Apparel,16056,4817,357
2024-01-01,Europe,France,Clothing,Accessories,6380,1276,213
2024-01-01,Europe,France,Furniture,Home,11406,2053,46
2024-01-01,Europe,France,Furniture,Office,7240,1593,24
2024-01-01,Asia,Japan,Electronics,Phones,35793,3579,239
2024-01-01,Asia,Japan,Electronics,Computers,20769,3115,104
2024-01-01,Asia,Japan,Clothing,Apparel,21184,6355,471
2024-01-01,Asia,Japan,Clothing,Accessories,8625,1725,288
2024-01-01,Asia,Japan,Furniture,Home,13526,2435,54
2024-01-01,Asia,Japan,Furniture,Office,8535,1878,28
2024-01-01,Asia,China,Electronics,Phones,36001,3600,240
2024-01-01,Asia,China,Electronics,Computers,23858,3579,119
2024-01-01,Asia,China,Clothing,Apparel,23932,7180,532
2024-01-01,Asia,China,Clothing,Accessories,10837,2167,361
2024-01-01,Asia,China,Furniture,Home,17079,3074,68
2024-01-01,Asia,China,Furniture,Office,12122,2667,40
2024-01-01,Asia,India,Electronics,Phones,11179,1118,75
2024-01-01,Asia,India,Electronics,Computers,6779,1017,34
2024-01-01,Asia,India,Clothing,Apparel,6771,2031,150
2024-01-01,Asia,India,Clothing,Accessories,3021,604,101
2024-01-01,Asia,India,Furniture,Home,5204,937,21
2024-01-01,Asia,India,Furniture,Office,3465,762,12
2024-01-01,Africa,South Africa,Electronics,Phones,5224,522,35
2024-01-01,Africa,South Africa,Electronics,Computers,3479,522,17
2024-01-01,Africa,South Africa,Clothing,Apparel,3061,918,68
2024-01-01,Africa,South Africa,Clothing,Accessories,1192,238,40
2024-01-01,Africa,South Africa,Furniture,Home,1727,311,7
2024-01-01,Africa,South Africa,Furniture,Office,1142,251,4
2024-02-01,North America,United States,Electronics,Phones,42564,4256,284
2024-02-01,North America,United States,Electronics,Computers,27801,4170,139
2024-02-01,North America,United States,Clothing,Apparel,29637,8891,659
2024-02-01,North America,United States,Clothing,Accessories,12910,2582,430
2024-02-01,North America,United States,Furniture,Home,22356,4024,89
2024-02-01,North America,United States,Furniture,Office,14980,3296,50
2024-02-01,North America,Canada,Electronics,Phones,14967,1497,100
2024-02-01,North America,Canada,Electronics,Computers,10272,1541,51
2024-02-01,North America,Canada,Clothing,Apparel,8718,2615,194
2024-02-01,North America,Canada,Clothing,Accessories,3908,782,130
2024-02-01,North America,Canada,Furniture,Home,7214,1299,29
2024-02-01,North America,Canada,Furniture,Office,4512,993,15
2024-02-01,South America,Brazil,Electronics,Phones,12645,1264,84
2024-02-01,South America,Brazil,Electronics,Computers,8389,1258,42
2024-02-01,South America,Brazil,Clothing,Apparel,8990,2697,200
2024-02-01,South America,Brazil,Clothing,Accessories,3565,713,119
2024-02-01,South America,Brazil,Furniture,Home,5966,1074,24
2024-02-01,South America,Brazil,Furniture,Office,3727,820,12
2024-02-01,Europe,United Kingdom,Electronics,Phones,26441,2644,176
2024-02-01,Europe,United Kingdom,Electronics,Computers,19130,2870,96
2024-02-01,Europe,United Kingdom,Clothing,Apparel,18419,5526,409
2024-02-01,Europe,United Kingdom,Clothing,Accessories,6799,1360,227
2024-02-01,Europe,United Kingdom,Furniture,Home,11314,2037,45
2024-02-01,Europe,United Kingdom,Furniture,Office,7876,1733,26
2024-02-01,Europe,Germany,Electronics,Phones,20168,2017,134
2024-02-01,Europe,Germany,Electronics,Computers,13373,2006,67
2024-02-01,Europe,Germany,Clothing,Apparel,12451,3735,277
2024-02-01,Europe,Germany,Clothing,Accessories,5434,1087,181
2024-02-01,Europe,Germany,Furniture,Home,11354,2044,45
2024-02-01,Europe,Germany,Furniture,Office,7518,1654,25
2024-02-01,Europe,France,Electronics,Phones,20336,2034,136
2024-02-01,Europe,France,Electronics,Computers,14018,2103,70
2024-02-01,Europe,France,Clothing,Apparel,14416,4325,320
2024-02-01,Europe,France,Clothing,Accessories,6946,1389,232
2024-02-01,Europe,France,Furniture,Home,10207,1837,41
2024-02-01,Europe,France,Furniture,Office,7002,1540,23
2024-02-01,Asia,Japan,Electronics,Phones,29089,2909,194
2024-02-01,Asia,Japan,Electronics,Computers,19593,2939,98
2024-02-01,Asia,Japan,Clothing,Apparel,20686,6206,460
2024-02-01,Asia,Japan,Clothing,Accessories,7917,1583,264
2024-02-01,Asia,Japan,Furniture,Home,14195,2555,57
2024-02-01,Asia,Japan,Furniture,Office,9066,1995,30
2024-02-01,Asia,China,Electronics,Phones,32772,3277,218
2024-02-01,Asia,China,Electronics,Computers,25144,3772,126
2024-02-01,Asia,China,Clothing,Apparel,22610,6783,502
2024-02-01,Asia,China,Clothing,Accessories,9955,1991,332
2024-02-01,Asia,China,Furniture,Home,14971,2695,60
2024-02-01,Asia,China,Furniture,Office,10190,2242,34
2024-02-01,Asia,India,Electronics,Phones,9998,1000,67
2024-02-01,Asia,India,Electronics,Computers,6392,959,32
2024-02-01,Asia,India,Clothing,Apparel,6522,1957,145
2024-02-01,Asia,India,Clothing,Accessories,3057,611,102
2024-02-01,Asia,India,Furniture,Home,4637,835,19
2024-02-01,Asia,India,Furniture,Office,3442,757,11
2024-02-01,Africa,South Africa,Electronics,Phones,5099,510,34
2024-02-01,Africa,South Africa,Electronics,Computers,2844,427,14
2024-02-01,Africa,South Africa,Clothing,Apparel,2661,798,59
2024-02-01,Africa,South Africa,Clothing,Accessories,1223,245,41
2024-02-01,Africa,South Africa,Furniture,Home,1756,316,7
2024-02-01,Africa,South Africa,Furniture,Office,1173,258,4
2024-03-01,North America,United States,Electronics,Phones,53360,5336,356
2024-03-01,North America,United States,Electronics,Computers,35713,5357,179
2024-03-01,North America,United States,Clothing,Apparel,28716,8615,638
2024-03-01,North America,United States,Clothing,Accessories,12227,2445,408
2024-03-01,North America,United States,Furniture,Home,25005,4501,100
2024-03-01,North America,United States,Furniture,Office,14535,3198,48
2024-03-01,North America,Canada,Electronics,Phones,15532,1553,104
2024-03-01,North America,Canada,Electronics,Computers,11110,1666,56
2024-03-01,North America,Canada,Clothing,Apparel,10375,3112,231
2024-03-01,North America,Canada,Clothing,Accessories,5022,1004,167
2024-03-01,North America,Canada,Furniture,Home,8122,1462,32
2024-03-01,North America,Canada,Furniture,Office,5412,1191,18
2024-03-01,South America,Brazil,Electronics,Phones,16020,1602,107
2024-03-01,South America,Brazil,Electronics,Computers,9810,1472,49
2024-03-01,South America,Brazil,Clothing,Apparel,9448,2834,210
2024-03-01,South America,Brazil,Clothing,Accessories,3926,785,131
2024-03-01,South America,Brazil,Furniture,Home,6091,1096,24
2024-03-01,South America,Brazil,Furniture,Office,4674,1028,16
2024-03-01,Europe,United Kingdom,Electronics,Phones,31004,3100,207
2024-03-01,Europe,United Kingdom,Electronics,Computers,21510,3226,108
2024-03-01,Europe,United Kingdom,Clothing,Apparel,17568,5270,390
2024-03-01,Europe,United Kingdom,Clothing,Accessories,8620,1724,287
2024-03-01,Europe,United Kingdom,Furniture,Home,13790,2482,55
2024-03-01,Europe,United Kingdom,Furniture,Office,8685,1911,29
2024-03-01,Europe,Germany,Electronics,Phones,25066,2507,167
2024-03-01,Europe,Germany,Electronics,Computers,17895,2684,89
2024-03-01,Europe,Germany,Clothing,Apparel,16573,4972,368
2024-03-01,Europe,Germany,Clothing,Accessories,6194,1239,206
2024-03-01,Europe,Germany,Furniture,Home,10974,1975,44
2024-03-01,Europe,Germany,Furniture,Office,8513,1873,28
2024-03-01,Europe,France,Electronics,Phones,22660,2266,151
2024-03-01,Europe,France,Electronics,Computers,14505,2176,73
2024-03-01,Europe,France,Clothing,Apparel,18634,5590,414
2024-03-01,Europe,France,Clothing,Accessories,7458,1492,249
2024-03-01,Europe,France,Furniture,Home,10194,1835,41
2024-03-01,Europe,France,Furniture,Office,8250,1815,28
2024-03-01,Asia,Japan,Electronics,Phones,35683,3568,238
2024-03-01,Asia,Japan,Electronics,Computers,25149,3772,126
2024-03-01,Asia,Japan,Clothing,Apparel,20976,6293,466
2024-03-01,Asia,Japan,Clothing,Accessories,9747,1949,325
2024-03-01,Asia,Japan,Furniture,Home,15326,2759,61
2024-03-01,Asia,Japan,Furniture,Office,10653,2344,36
2024-03-01,Asia,China,Electronics,Phones,40478,4048,270
2024-03-01,Asia,China,Electronics,Computers,25081,3762,125
2024-03-01,Asia,China,Clothing,Apparel,22600,6780,502
2024-03-01,Asia,China,Clothing,Accessories,10953,2191,365
2024-03-01,Asia,China,Furniture,Home,17973,3235,72
2024-03-01,Asia,China,Furniture,Office,11317,2490,38
2024-03-01,Asia,India,Electronics,Phones,10949,1095,73
2024-03-01,Asia,India,Electronics,Computers,8707,1306,44
2024-03-01,Asia,India,Clothing,Apparel,7579,2274,168
2024-03-01,Asia,India,Clothing,Accessories,3260,652,109
2024-03-01,Asia,India,Furniture,Home,4981,897,20
2024-03-01,Asia,India,Furniture,Office,3879,853,13
2024-03-01,Africa,South Africa,Electronics,Phones,5713,571,38
2024-03-01,Africa,South Africa,Electronics,Computers,3257,489,16
2024-03-01,Africa,South Africa,Clothing,Apparel,3324,997,74
2024-03-01,Africa,South Africa,Clothing,Accessories,1241,248,41
2024-03-01,Africa,South Africa,Furniture,Home,2108,379,8
2024-03-01,Africa,South Africa,Furniture,Office,1274,280,4
2024-04-01,North America,United States,Electronics,Phones,55513,5551,370
2024-04-01,North America,United States,Electronics,Computers,36314,5447,182
2024-04-01,North America,United States,Clothing,Apparel,30385,9116,675
2024-04-01,North America,United States,Clothing,Accessories,14066,2813,469
2024-04-01,North America,United States,Furniture,Home,24327,4379,97
2024-04-01,North America,United States,Furniture,Office,17447,3838,58
2024-04-01,North America,Canada,Electronics,Phones,16945,1694,113
2024-04-01,North America,Canada,Electronics,Computers,12177,1827,61
2024-04-01,North America,Canada,Clothing,Apparel,10659,3198,237
2024-04-01,North America,Canada,Clothing,Accessories,5095,1019,170
2024-04-01,North America,Canada,Furniture,Home,9016,1623,36
2024-04-01,North America,Canada,Furniture,Office,5651,1243,19
2024-04-01,South America,Brazil,Electronics,Phones,15469,1547,103
2024-04-01,South America,Brazil,Electronics,Computers,11130,1670,56
2024-04-01,South America,Brazil,Clothing,Apparel,9818,2945,218
2024-04-01,South America,Brazil,Clothing,Accessories,4281,856,143
2024-04-01,South America,Brazil,Furniture,Home,6937,1249,28
2024-04-01,South America,Brazil,Furniture,Office,4938,1086,16
2024-04-01,Europe,United Kingdom,Electronics,Phones,33678,3368,225
2024-04-01,Europe,United Kingdom,Electronics,Computers,21619,3243,108
2024-04-01,Europe,United Kingdom,Clothing,Apparel,20279,6084,451
2024-04-01,Europe,United Kingdom,Clothing,Accessories,8677,1735,289
2024-04-01,Europe,United Kingdom,Furniture,Home,12796,2303,51
2024-04-01,Europe,United Kingdom,Furniture,Office,9097,2001,30
2024-04-01,Europe,Germany,Electronics,Phones,25879,2588,173
2024-04-01,Europe,Germany,Electronics,Computers,16421,2463,82
2024-04-01,Europe,Germany,Clothing,Apparel,17052,5116,379
2024-04-01,Europe,Germany,Clothing,Accessories,6560,1312,219
2024-04-01,Europe,Germany,Furniture,Home,12671,2281,51
2024-04-01,Europe,Germany,Furniture,Office,8674,1908,29
2024-04-01,Europe,France,Electronics,Phones,23366,2337,156
2024-04-01,Europe,France,Electronics,Computers,14852,2228,74
2024-04-01,Europe,France,Clothing,Apparel,17858,5357,397
2024-04-01,Europe,France,Clothing,Accessories,8382,1676,279
2024-04-01,Europe,France,Furniture,Home,11924,2146,48
2024-04-01,Europe,France,Furniture,Office,7424,1633,25
2024-04-01,Asia,Japan,Electronics,Phones,33911,3391,226
2024-04-01,Asia,Japan,Electronics,Computers,26394,3959,132
2024-04-01,Asia,Japan,Clothing,Apparel,24588,7376,546
2024-04-01,Asia,Japan,Clothing,Accessories,9910,1982,330
2024-04-01,Asia,Japan,Furniture,Home,14867,2676,59
2024-04-01,Asia,Japan,Furniture,Office,9399,2068,31
2024-04-01,Asia,China,Electronics,Phones,38694,3869,258
2024-04-01,Asia,China,Electronics,Computers,25619,3843,128
2024-04-01,Asia,China,Clothing,Apparel,24240,7272,539
2024-04-01,Asia,China,Clothing,Accessories,11104,2221,370
2024-04-01,Asia,China,Furniture,Home,18128,3263,73
2024-04-01,Asia,China,Furniture,Office,13575,2986,45
2024-04-01,Asia,India,Electronics,Phones,12856,1286,86
2024-04-01,Asia,India,Electronics,Computers,8038,1206,40
2024-04-01,Asia,India,Clothing,Apparel,7817,2345,174
2024-04-01,Asia,India,Clothing,Accessories,3228,646,108
2024-04-01,Asia,India,Furniture,Home,5641,1015,23
2024-04-01,Asia,India,Furniture,Office,3468,763,12
2024-04-01,Africa,South Africa,Electronics,Phones,5819,582,39
2024-04-01,Africa,South Africa,Electronics,Computers,3517,528,18
2024-04-01,Africa,South Africa,Clothing,Apparel,3079,924,68
2024-04-01,Africa,South Africa,Clothing,Accessories,1379,276,46
2024-04-01,Africa,South Africa,Furniture,Home,1938,349,8
2024-04-01,Africa,South Africa,Furniture,Office,1515,333,5
2024-05-01,North America,United States,Electronics,Phones,53522,5352,357
2024-05-01,North America,United States,Electronics,Computers,37835,5675,189
2024-05-01,North America,United States,Clothing,Apparel,34395,10318,764
2024-05-01,North America,United States,Clothing,Accessories,15381,3076,513
2024-05-01,North America,United States,Furniture,Home,26675,4802,107
2024-05-01,North America,United States,Furniture,Office,16538,3638,55
2024-05-01,North America,Canada,Electronics,Phones,20329,2033,136
2024-05-01,North America,Canada,Electronics,Computers,13316,1997,67
2024-05-01,North America,Canada,Clothing,Apparel,11387,3416,253
2024-05-01,North America,Canada,Clothing,Accessories,4878,976,163
2024-05-01,North America,Canada,Furniture,Home,9366,1686,37
2024-05-01,North America,Canada,Furniture,Office,6074,1336,20
2024-05-01,South America,Brazil,Electronics,Phones,17578,1758,117
2024-05-01,South America,Brazil,Electronics,Computers,10049,1507,50
2024-05-01,South America,Brazil,Clothing,Apparel,10484,3145,233
2024-05-01,South America,Brazil,Clothing,Accessories,4021,804,134
2024-05-01,South America,Brazil,Furniture,Home,6867,1236,27
2024-05-01,South America,Brazil,Furniture,Office,4633,1019,15
2024-05-01,Europe,United Kingdom,Electronics,Phones,33314,3331,222
2024-05-01,Europe,United Kingdom,Electronics,Computers,23168,3475,116
2024-05-01,Europe,United Kingdom,Clothing,Apparel,23292,6988,518
2024-05-01,Europe,United Kingdom,Clothing,Accessories,10163,2033,339
2024-05-01,Europe,United Kingdom,Furniture,Home,15178,2732,61
2024-05-01,Europe,United Kingdom,Furniture,Office,9890,2176,33
2024-05-01,Europe,Germany,Electronics,Phones,28170,2817,188
2024-05-01,Europe,Germany,Electronics,Computers,20084,3013,100
2024-05-01,Europe,Germany,Clothing,Apparel,16870,5061,375
2024-05-01,Europe,Germany,Clothing,Accessories,7696,1539,257
2024-05-01,Europe,Germany,Furniture,Home,13896,2501,56
